"","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9"
"cg06458239",0.294046685798094,0.609636039240286,0.37408333667554,0.778576993383467,0.468347517540678,0.219388590427116,0.746103224344552,0.0491952726151794,0.294867962133139
"cg10729426",0.223450253019109,0.779226758982986,0.587641747202724,0.0758522737305611,0.0490629316773266,0.808559598634019,0.111769032431766,0.024245482403785,0.266282468335703
"cg21911021",0.358710946515203,0.814269043039531,0.867951606633142,0.819980455795303,0.188361170236021,0.692652462748811,0.675104332622141,0.698064700467512,0.85427431226708
"cg19702785",0.830297117354348,0.249310868559405,0.758313874015585,0.803076124750078,0.478444194654003,0.563656654441729,0.143396906554699,0.733272466575727,0.194171903422102
"cg12303084",0.485088845249265,0.68703116895631,0.710673152469099,0.270692248130217,0.277465608902276,0.843258756678551,0.364339649910107,0.589929395820946,0.879719594493508
"cg09428349",0.43442343804054,0.366314938990399,0.187132300576195,0.0293145696632564,0.67995159002021,0.380419024964795,0.19481105892919,0.909367128973827,0.949306437978521
"cg10636297",0.628730872645974,0.901971065904945,0.768130037235096,0.72514637093991,0.913289157673717,0.312339747091755,0.301728946855292,0.586017177207395,0.805827896110713
"cg19015086",0.992805104935542,0.61828199098818,0.0231381219346076,0.220872754696757,0.0606264693196863,0.21676321211271,0.0906261734198779,0.0281409660819918,0.324695877032354
"cg21205978",0.91219064919278,0.949153947876766,0.702681675786152,0.566281366860494,0.360558630200103,0.496625534258783,0.475442522671074,0.238617039984092,0.826352726202458
"cg01949403",0.778981687733904,0.948137834668159,0.715275333030149,0.0639581375289708,0.385653300443664,0.972165075829253,0.289514988660812,0.0658603012561798,0.123347548535094
"cg00343092",0.118618155131117,0.0945555176585913,0.523560768226162,0.355706111062318,0.569898368557915,0.247492099180818,0.834504624130204,0.868064795620739,0.860363227548078
"cg00347775",0.548829097533599,0.211779029108584,0.0138899374287575,0.169963093008846,0.267993069719523,0.257157761137933,0.855468159774318,0.467417537234724,0.159821266308427
"cg27131176",0.0150501809548587,0.138638037955388,0.842823002720252,0.0461774487048388,0.459395925048739,0.878755171783268,0.0444131689146161,0.745622852817178,0.497649015858769
"cg22982767",0.872245842358097,0.648539171554148,0.489835066953674,0.684026835253462,0.126036067958921,0.302023797063157,0.550140517065302,0.698937031207606,0.583742496557534
"cg07016730",0.738283936865628,0.85870531341061,0.977565577719361,0.182363859377801,0.485886233160272,0.368818040238693,0.436994160059839,0.189253985648975,0.152983029140159
"cg01892695",0.293435058090836,0.540938311023638,0.133360044332221,0.513039236888289,0.63089103018865,0.786673169815913,0.202902343822643,0.955664072651416,0.316558085847646
"cg01617990",0.687110180035233,0.681070076301694,0.731188383884728,0.238184664631262,0.473369969520718,0.496731758583337,0.707656310638413,0.0445712052751333,0.691511205164716
"cg24549912",0.942663478432223,0.47308725817129,0.860411735484377,0.291082437383011,0.88934285310097,0.343208778416738,0.715075405547395,0.507495941594243,0.0217537237331271
"cg22178798",0.145959918620065,0.616707268636674,0.677742474013939,0.192931644385681,0.305452905129641,0.880415897583589,0.304556769318879,0.869940443197265,0.455782884964719
"cg01572989",0.114970364607871,0.192773460643366,0.862858012784272,0.0312074352987111,0.352542757987976,0.883983084233478,0.199247056618333,0.397106155753136,0.675457027507946
"cg03382370",0.709866164252162,0.232202340150252,0.601913010934368,0.965103462804109,0.745536958333105,0.802034381078556,0.794039688073099,0.298880511429161,0.276478451676667
"cg09471587",0.421662451466545,0.63390242937021,0.446817814838141,0.601340109948069,0.43726889998652,0.735436806688085,0.220261066453531,0.169495639856905,0.57481936365366
"cg18059464",0.502533378778026,0.120322665199637,0.0343868061900139,0.200488624162972,0.283327582525089,0.296913487603888,0.767341915983707,0.645414361264557,0.783237524796277
"cg21235215",0.771924443077296,0.412507696310058,0.971969306701794,0.632638016482815,0.2322749607265,0.127722091507167,0.705977314850315,0.490222114138305,0.11452050646767
"cg14781189",0.231213827384636,0.887596307555214,0.368713340256363,0.607524253660813,0.699762812349945,0.773480273550376,0.16856780089438,0.526230791583657,0.745737395482138
"cg14855972",0.541791297961026,0.376282907323912,0.312767017399892,0.246375663671643,0.830772028770298,0.806511622620746,0.282561046071351,0.945369428023696,0.335734339198098
"cg00782811",0.408752679126337,0.965691048884764,0.668925070203841,0.767525810981169,0.413744709221646,0.977923913160339,0.104585857130587,0.943094008369371,0.327579643344507
"cg19265972",0.125450639054179,0.352207591058686,0.907662684796378,0.58905086433515,0.891576830530539,0.703866901807487,0.489127645967528,0.242331393063068,0.487409089226276
"cg07060864",0.597815677057952,0.499641163041815,0.0629284465685487,0.0911981782410294,0.539319886360317,0.988560613477603,0.723629610147327,0.564665779471397,0.626999051310122
"cg10755035",0.411903795553371,0.0830887416377664,0.51255829911679,0.477471736259758,0.371453888714314,0.61888125911355,0.464266357012093,0.915509707760066,0.44078934378922
"cg13469425",0.222925019916147,0.875163536984473,0.744082041317597,0.491444478277117,0.47773756319657,0.182539956178516,0.274318632669747,0.271992163034156,0.655345457838848
"cg19931348",0.239570893580094,0.0441187820397317,0.107471397379413,0.480437725316733,0.768746797461063,0.539891172666103,0.181273230351508,0.657457069028169,0.410456063924357
"cg15901783",0.100827162154019,0.645806559128687,0.953880903543904,0.443555461941287,0.323558633448556,0.216071649454534,0.993874465348199,0.773792642401531,0.608305910136551
"cg21279601",0.308878935873508,0.489413513569161,0.403504605405033,0.988028019899502,0.0829401100054383,0.889631464378908,0.898871801327914,0.113563816295937,0.671855102991685
"cg15114105",0.663327055517584,0.723857772536576,0.207052528625354,0.110210930462927,0.119680777890608,0.786750347120687,0.153943293727934,0.247137237573043,0.0558992577716708
"cg24468890",0.744883147533983,0.325848792912439,0.241568906698376,0.348424602998421,0.386623713653535,0.498258806532249,0.772402057191357,0.6859972323291,0.361227569170296
"cg19947463",0.505382528528571,0.237651977920905,0.595140154706314,0.616418769117445,0.676972435554489,0.595621512969956,0.171705506974831,0.12747823796235,0.312069775769487
"cg20322193",0.76992837083526,0.783706195652485,0.530333138536662,0.919660363812,0.939042419428006,0.428483593510464,0.279378235572949,0.345965478336439,0.852478930260986
"cg15246895",0.124278172152117,0.148719229968265,0.753684419207275,0.219921922078356,0.912064494099468,0.680914127267897,0.121178051223978,0.137033524457365,0.724571200087667
"cg13695075",0.693354789633304,0.925120146013796,0.0130072343163192,0.753544397186488,0.468241689959541,0.828647242393345,0.224013219121844,0.646799264010042,0.846541804494336
"cg07123481",0.715608031488955,0.418597578071058,0.164872188819572,0.542790562147275,0.0979347776155919,0.487355996156111,0.0172491280827671,0.105574462329969,0.41736516659148
"cg03927812",0.688386189285666,0.139259889256209,0.814730126177892,0.777408588444814,0.440129050519317,0.102510716067627,0.664030866231769,0.0363748308736831,0.433848946355283
"cg24756403",0.126023478340358,0.0985041065141559,0.222987717483193,0.647743263514712,0.177887571742758,0.572915034135804,0.546875645639375,0.335322591476142,0.316418889909983
"cg10158681",0.176111078588292,0.204558869358152,0.0637786600273103,0.286824078299105,0.86448489734903,0.379229138605297,0.0144245270639658,0.317200970370322,0.788265847368166
"cg12908607",0.984982891008258,0.39861489715986,0.825745966285467,0.8943306512665,0.567912301747128,0.853943383553997,0.808007866842672,0.887604829622433,0.766891219420359
"cg12580770",0.970668205758557,0.146313925273716,0.406812372151762,0.699964290717617,0.775361343752593,0.940351701341569,0.643641565926373,0.464056268101558,0.395619968418032
"cg18512901",0.863605929771438,0.660043494775891,0.824803467839956,0.895960408495739,0.338468235218897,0.0315612044651061,0.702176725259051,0.877226530341431,0.0897569349035621
"cg00472029",0.162898109061643,0.288096698466688,0.0500597555655986,0.04746875888668,0.870787424268201,0.560311788227409,0.182059703860432,0.538311325246468,0.81565133202821
"cg08604960",0.446973434882239,0.340332218213007,0.773446216946468,0.304236073046923,0.461658000480384,0.265156200854108,0.857308503473178,0.24394870782271,0.471370919374749
"cg27209729",0.00557746691629291,0.790133819216862,0.399926032405347,0.604587163310498,0.933132725767791,0.499948934419081,0.133338578511029,0.131344011053443,0.111280808458105
"cg09953520",0.834820884512737,0.362020890694112,0.509950533509254,0.613816736266017,0.552086617099121,0.143824055092409,0.217503535328433,0.438198157120496,0.610867614857852
"cg24881973",0.554275864269584,0.860027381684631,0.412723829969764,0.890894391806796,0.692767321364954,0.560262141516432,0.405933628091589,0.461076363222674,0.455022780923173
"cg26094232",0.194542579352856,0.543572080554441,0.46835499163717,0.92355704237707,0.075444997055456,0.296713173156604,0.390579703031108,0.349570291116834,0.516402517445385
"cg18800681",0.35933302086778,0.0666772599797696,0.341228315839544,0.733263831818476,0.0425957967527211,0.333100486313924,0.324932198738679,0.803407210856676,0.108764997217804
"cg09047390",0.713880113558844,0.584115743637085,0.899403055664152,0.861476632300764,0.131517469184473,0.678367025451735,0.717528333654627,0.175734241958708,0.081972380168736
"cg02712545",0.885866619413719,0.794468950247392,0.0918839999940246,0.756573526421562,0.752018205123022,0.539233427261934,0.162202118895948,0.413934454787523,0.314452321501449
"cg16622061",0.9919766895473,0.88438444933854,0.168506122892722,0.873143996344879,0.399387728888541,0.577382395975292,0.338192529976368,0.949894532095641,0.333933031186461
"cg07714812",0.231587540125474,0.324420072836801,0.633534260792658,0.215087444987148,0.0783615196123719,0.476783495862037,0.136959020746872,0.911961474921554,0.718594531295821
"cg05924254",0.45648029842414,0.160654473816976,0.572934797266498,0.0457434896379709,0.134171831421554,0.785621861694381,0.248231229837984,0.74995276844129,0.924937186762691
"cg15918732",0.621623426210135,0.104715538211167,0.0885806346777827,0.898450072854757,0.0950252788607031,0.642466110642999,0.547704074997455,0.964680306380615,0.690305430907756
"cg08151370",0.0506365343462676,0.851543087046593,0.343996394425631,0.452420430257916,0.181803664658219,0.947899786755443,0.73094861744903,0.712670837761834,0.429948766017333
"cg19441992",0.547046842984855,0.508994657546282,0.217281217919663,0.986763100139797,0.350630369968712,0.760598005494103,0.547531956341118,0.0790939826983958,0.159769418882206
"cg23548627",0.569813700392842,0.138151776511222,0.880717783700675,0.0477523130830377,0.516547525301576,0.279225784586743,0.1232399859,0.565235066926107,0.40811434853822
"cg27126666",0.970039952546358,0.154650374315679,0.132847084663808,0.21366200922057,0.757820783881471,0.677249390399083,0.95724650612101,0.878755385987461,0.22576031810604
"cg04273431",0.295962492702529,0.373989570187405,0.937392235500738,0.853585197590292,0.724056881153956,0.46277295704931,0.710405963938683,0.188687768531963,0.84782339935191
"cg02079420",0.552777565317228,0.890579759143293,0.268744800006971,0.348710175370798,0.00430239085108042,0.623459249734879,0.792029974516481,0.493877165252343,0.162440188927576
"cg14773235",0.437352848472074,0.502179368399084,0.861447906121612,0.939557458739728,0.962534503545612,0.883139268029481,0.642272302648053,0.282663456862792,0.439056999981403
"cg19052128",0.481519347056746,0.631031931843609,0.394145409576595,0.635925000999123,0.889464377891272,0.00228695757687092,0.380113541381434,0.0698250150308013,0.806166866794229
"cg01840419",0.069123363122344,0.21560523333028,0.481863480992615,0.216315583325922,0.379904579371214,0.715182358631864,0.695902495412156,0.661604560678825,0.0107805009465665
"cg19821589",0.66084894281812,0.579405804397538,0.413584896130487,0.250119395321235,0.229477760149166,0.600025271996856,0.18647166271694,0.788783102063462,0.0187628052663058
"cg09382107",0.955042748013511,0.0451278765685856,0.194004456745461,0.84172519412823,0.143383122747764,0.498064131243154,0.426910466281697,0.467947226949036,0.113581101642922
"cg05299140",0.66663531283848,0.109496685443446,0.142627683235332,0.869666133774444,0.617753474507481,0.730812710244209,0.348249751143157,0.392988676438108,0.792767108650878
"cg23886216",0.135046957293525,0.527895993320271,0.797941338736564,0.172084008576348,0.161146719008684,0.0352664226666093,0.867840188089758,0.0757722049020231,0.0536507340148091
"cg19744498",0.190045798430219,0.0482343013864011,0.573262896155939,0.0365345403552055,0.203492159722373,0.324123780243099,0.586805965518579,0.858821023954079,0.133688234258443
"cg15044041",0.0233259133528918,0.547300717793405,0.162679863860831,0.493834377266467,0.104032141156495,0.36710249632597,0.455774736823514,0.979951137211174,0.250316196586937
"cg26741350",0.117068107007071,0.159236486302689,0.574847497511655,0.0364679882768542,0.560331005137414,0.548371355514973,0.607198750134557,0.712720796233043,0.391492574475706
"cg24446586",0.554486534325406,0.331049038097262,0.0515852973330766,0.432787831872702,0.310602674959227,0.921247554477304,0.11498304316774,0.0618670242838562,0.679118631640449
"cg22370379",0.128808381035924,0.66455613495782,0.216193225933239,0.463428051443771,0.288980770623311,0.0386675263289362,0.960246745496988,0.413808280369267,0.0619413910899311
"cg20640266",0.166647335048765,0.86122128018178,0.641744108404964,0.550100182648748,0.651274320902303,0.757159464992583,0.275295289233327,0.469764274079353,0.788953170878813
"cg15672022",0.728303279960528,0.354927625507116,0.834564784076065,0.224839014234021,0.868461004691198,0.311871137004346,0.295613695401698,0.303346450207755,0.164526786422357
"cg24041556",0.860527645796537,0.524368664715439,0.615844507468864,0.149986729724333,0.242611279478297,0.518989476142451,0.184530561091378,0.794303995091468,0.285288650542498
"cg01007838",0.995904632844031,0.653084844117984,0.380647718207911,0.862043782370165,0.714932839618996,0.0132011419627815,0.0866974133532494,0.979601054219529,0.689837258541957
"cg23356309",0.0723071729298681,0.404826401267201,0.283764380495995,0.680816609179601,0.960832083597779,0.137511426350102,0.0347749425563961,0.669895241735503,0.673879913985729
"cg23247945",0.947280545253307,0.773137956857681,0.65923281875439,0.398521751398221,0.735678806900978,0.354368268977851,0.42080575088039,0.503271885681897,0.263595081865788
"cg16527877",0.198319051647559,0.0722531417850405,0.160801415564492,0.664493336807936,0.785748425405473,0.113786881091073,0.791315684095025,0.551919600693509,0.719477645820007
"cg21931263",0.160999368177727,0.112555921310559,0.245144732529297,0.82338914857246,0.129708140622824,0.955794568173587,0.351583139272407,0.904925178037956,0.251011991174892
"cg14096207",0.81896979524754,0.142967466264963,0.418655114015564,0.612119283294305,0.587987415259704,0.114838606212288,0.608542109373957,0.458504142705351,0.876808577449992
"cg06201717",0.413541364483535,0.501511681592092,0.321892275474966,0.022354434709996,0.472920442931354,0.526784717803821,0.685780335683376,0.134080447256565,0.360904985340312
"cg00964751",0.753125625429675,0.573469938244671,0.711271775653586,0.115352086024359,0.732495728414506,0.771043720422313,0.690977152669802,0.340566128492355,0.915087414905429
"cg12676500",0.128602078417316,0.673855189234018,0.98709171731025,0.5111637217924,0.189932788722217,0.977915139868855,0.94830973399803,0.721169255441055,0.422433118568733
"cg11188443",0.739308547228575,0.238298344193026,0.254307405790314,0.271910069510341,0.0982975217048079,0.3799366238527,0.891652366379276,0.763772292295471,0.476925142109394
"cg00252804",0.0492803703527898,0.850798203609884,0.130615323781967,0.907463600393385,0.342460666783154,0.0422824840061367,0.150419577024877,0.189800570718944,0.775992770446464
"cg10133462",0.111323796678334,0.536550141172484,0.0435474063269794,0.591276040067896,0.595761474687606,0.571687060408294,0.18935703439638,0.0722355162724853,0.0524729213211685
"cg20710667",0.866552456980571,0.734503570012748,0.694070949451998,0.34458214812912,0.948630087543279,0.592790363822132,0.611542541068047,0.980390442302451,0.942628822056577
"cg18083597",0.470233791973442,0.794783357530832,0.338495108298957,0.403209620155394,0.831425874494016,0.115327590610832,0.123226656578481,0.155873928917572,0.419571515638381
"cg21228424",0.957232219632715,0.398762788623571,0.575948622077703,0.331045805243775,0.195606815628707,0.653977709822357,0.283472224371508,0.179459909209982,0.133847965393215
"cg17313945",0.839725217083469,0.252112807240337,0.265143482247368,0.0182376527227461,0.20878548361361,0.129599663196132,0.391825416358188,0.902219536481425,0.228651580633596
"cg00366252",0.98770163836889,0.626061317743734,0.824264536611736,0.217776631936431,0.561794070294127,0.82721494929865,0.695385276805609,0.611928410828114,0.827456042403355
"cg23687971",0.861573956441134,0.470213501248509,0.474681261228397,0.979889664798975,0.672331030946225,0.166211218107492,0.722283942624927,0.929108637850732,0.664488965179771
"cg09482093",0.324070899514481,0.127799033652991,0.219613407971337,0.911210321588442,0.785658036591485,0.570193704217672,0.504444751655683,0.909555784193799,0.934187607606873
"cg03610966",0.349543171701953,0.385206502163783,0.822774171829224,0.280170241370797,0.519764432217926,0.0460869297385216,0.984528818400577,0.973987794015557,0.291680629132316
"cg26474124",0.85409529088065,0.0707652131095529,0.661884191213176,0.526674119522795,0.609885396203026,0.975995973218232,0.696642373455688,0.865462953224778,0.705109114060178
"cg26472922",0.576841325964779,0.321098160929978,0.189093044959009,0.999618814792484,0.256912586744875,0.385817359667271,0.351357829291373,0.511031313566491,0.212878899183124
"cg16555181",0.344042853219435,0.88043641555123,0.236685652751476,0.553362574893981,0.539109603036195,0.679434393532574,0.736520876642317,0.391781621612608,0.647798420395702
"cg24742746",0.24602662678808,0.640150008257478,0.423906128853559,0.114648213377222,0.598160934634507,0.424238971900195,0.388494779355824,0.650500268209726,0.113110670587048
"cg14328641",0.973868657136336,0.954868228174746,0.605107686249539,0.178950884146616,0.76847065682523,0.357279665535316,0.896264323033392,0.459493133006617,0.712937789037824
"cg21344746",0.20244773151353,0.887913868064061,0.668101603165269,0.30912176030688,0.175119705498219,0.682573615340516,0.862821271410212,0.858712097862735,0.9434966489207
"cg12127162",0.4293071127031,0.0169066032394767,0.276247131405398,0.534089144552127,0.153614965965971,0.161897380836308,0.639571069506928,0.728964743902907,0.964771672850475
"cg05783384",0.63919700612314,0.980750107904896,0.936093048192561,0.849355779588223,0.524621944874525,0.473474203376099,0.652151816291735,0.537945415591821,0.431492219213396
"cg12332776",0.802268099738285,0.670855890028179,0.658225614810362,0.222650868818164,0.364880208158866,0.116733152652159,0.237069708062336,0.475346540333703,0.208521219901741
"cg01625242",0.969382733106613,0.137133807875216,0.0968611191492528,0.836414879187942,0.256019164808095,0.594039712334052,0.854539055144414,0.40240840963088,0.136083671357483
"cg10007051",0.214858160587028,0.56099574896507,0.718810054240748,0.480660094646737,0.683767539449036,0.569646287476644,0.41322224563919,0.524543704232201,0.00437802588567138
"cg01362243",0.761298581957817,0.0258017485029995,0.710165402153507,0.607992115663365,0.763368603307754,0.132841367740184,0.988951405975968,0.513887345558032,0.537049113074318
"cg09940267",0.754367764806375,0.133317813510075,0.254561111330986,0.477422599913552,0.151941195596009,0.196335654938594,0.958954149391502,0.108204798772931,0.557878032559529
"cg06201514",0.956468028947711,0.0254966011270881,0.98056207341142,0.0295138333458453,0.494890568545088,0.592424003174528,0.655521816341206,0.0377866621129215,0.848861973499879
"cg05711042",0.797686028061435,0.749748777830973,0.116491284687072,0.198932808591053,0.0481605138629675,0.853801746852696,0.928842992521822,0.749696080572903,0.656298651825637
"cg25745746",0.46271227975376,0.526559095596895,0.123742310563102,0.704934146255255,0.517843839013949,0.46327901724726,0.00190601171925664,0.174490109551698,0.817546045407653
"cg23480021",0.349892845842987,0.297994115622714,0.891948195639998,0.704592803958803,0.3179319370538,0.364643681095913,0.798936202656478,0.658390790224075,0.793548229383305
"cg12425700",0.610841690562665,0.237786856014282,0.746092794463038,0.814254203811288,0.241317415144295,0.534716351423413,0.528914785012603,0.135664044879377,0.48722845246084
"cg20543681",0.668177035171539,0.820648361928761,0.412408938398585,0.87455053627491,0.571279551368207,0.641216625925153,0.898265050025657,0.241083517437801,0.318164109019563
"cg20609803",0.696640468202531,0.634212881559506,0.848216098267585,0.436204047407955,0.789938606321812,0.853092848788947,0.638013766612858,0.479502582224086,0.837929022731259
"cg05358404",0.746636142255738,0.234258504351601,0.0978340050205588,0.340257954783738,0.253922053147107,0.296576764434576,0.636673522181809,0.4650123429019,0.0854642915073782
"cg08308214",0.435466158669442,0.416637324728072,0.422119848197326,0.13560509798117,0.777263979660347,0.225865297950804,0.124728006310761,0.912370894104242,0.857425470137969
"cg02131995",0.386292519979179,0.296772174537182,0.520197800127789,0.395016849040985,0.0257915174588561,0.555654069641605,0.384422131814063,0.472549843834713,0.826523442054167
"cg09491104",0.29404734284617,0.141612545121461,0.614051497774199,0.693248729687184,0.0203805454075336,0.0968884567264467,0.470405104570091,0.104557742131874,0.56327127572149
"cg06713968",0.586175228934735,0.496098819654435,0.069551324704662,0.893779483390972,0.0374896135181189,0.271256851265207,0.627850023331121,0.92541200760752,0.287670194171369
"cg05269218",0.443553092889488,0.0662908928934485,0.991058189421892,0.465351260732859,0.0808456505183131,0.43919140053913,0.0270576402544975,0.765034178737551,0.480422873282805
"cg11658781",0.211159470491111,0.954823458334431,0.768066504737362,0.0529503340367228,0.176912287948653,0.902977469144389,0.863333276705816,0.601770988898352,0.256802597781643
"cg07165756",0.333594043971971,0.24067616648972,0.732213007751852,0.227522681001574,0.747406431473792,0.997268004575744,0.0187754093203694,0.529728328809142,0.118226587073877
"cg24169822",0.153930304571986,0.676005752990022,0.356249143602327,0.337694504065439,0.800983860855922,0.870702137006447,0.661955521441996,0.152896250132471,0.975277232239023
"cg22936990",0.251043596304953,0.829753852216527,0.438716569449753,0.989472553832456,0.485497383167967,0.774313089903444,0.250616423087195,0.428802283247933,0.326845028903335
"cg07103714",0.47579146665521,0.103359368629754,0.249958101660013,0.358717235270888,0.850261214887723,0.542310459539294,0.530274538556114,0.0477265324443579,0.721439938060939
"cg21153658",0.0328918856102973,0.159757622750476,0.52902005170472,0.690405774163082,0.796357700368389,0.524496818426996,0.379392893519253,0.274163647089154,0.120830387808383
"cg08038033",0.13671585987322,0.418413717066869,0.363152443198487,0.256052686600015,0.586820040363818,0.0465199544560164,0.594467883463949,0.554212442366406,0.453148677246645
"cg19811761",0.00477853580377996,0.279183593345806,0.289149503456429,0.281872736755759,0.581041627796367,0.884380541043356,0.961790967267007,0.93246115045622,0.77720133215189
"cg19784428",0.270308909937739,0.74362820526585,0.896122952224687,0.262231288477778,0.964217104716226,0.97286706068553,0.503002771409228,0.663741431897506,0.617825119290501
"cg09473613",0.944281617179513,0.414361860835925,0.0615191839169711,0.457333241123706,0.0759458234533668,0.393394924001768,0.850446862634271,0.759408322628587,0.653788372175768
"cg10098541",0.48865682980977,0.248585017398,0.299857575679198,0.812408682890236,0.0736860786564648,0.0812580585479736,0.0239196117036045,0.266513568349183,0.959596234373748
"cg19547155",0.642022120766342,0.510903202695772,0.727245382033288,0.972146295942366,0.71161681949161,0.518975412007421,0.187179255764931,0.499113382771611,0.661409999709576
"cg10227678",0.336959920823574,0.771370224189013,0.738693628692999,0.13546444196254,0.842741926433519,0.663839468732476,0.200864597223699,0.214809784200042,0.887242668541148
"cg25359645",0.139585617929697,0.393827601103112,0.75225278781727,0.847131816670299,0.141938403481618,0.386632800102234,0.850904717342928,0.487172573572025,0.0289985281415284
"cg17886959",0.189399038441479,0.692927172174677,0.641360551351681,0.521748518338427,0.132644825847819,0.872408122988418,0.939599153818563,0.961709366878495,0.234121256973594
"cg00181439",0.4082151199691,0.0873484322801232,0.3206657464616,0.963197775650769,0.368659377330914,0.806756917154416,0.693475221050903,0.888617367018014,0.771312633994967
"cg19534769",0.579419687157497,0.897576791467145,0.763391810236499,0.229538570158184,0.798171392874792,0.398505541263148,0.487406874075532,0.252677077194676,0.0705999322235584
"cg15717448",0.303350252564996,0.447570118587464,0.305744203971699,0.988876819610596,0.866519310045987,0.515691705513746,0.345441366778687,0.366299666464329,0.24292659945786
"cg24223075",0.719297392526641,0.904917521169409,0.952949409140274,0.658551803557202,0.80150616238825,0.728863773401827,0.770129332086071,0.340359934139997,0.113298695767298
"cg26015087",0.0990110321436077,0.544860182795674,0.618821117561311,0.548166725318879,0.98869018536061,0.835762664442882,0.00527697312645614,0.561800500145182,0.851806389866397
"cg19718309",0.721698046894744,0.255174876889214,0.561817704699934,0.965305819874629,0.168875247240067,0.688486576080322,0.105404687812552,0.459273981396109,0.588366634678096
"cg02020616",0.637431892100722,0.465456456178799,0.384367372142151,0.288956810720265,0.3760430526454,0.656276991823688,0.913859679363668,0.776750772260129,0.16285276808776
"cg14036128",0.523690992500633,0.608571466524154,0.104951273649931,0.409925966989249,0.419636092614383,0.136729700723663,0.0309492200613022,0.182006639661267,0.52949032606557
"cg19164175",0.951295426348224,0.118764757411554,0.486494001932442,0.516802752856165,0.315450923983008,0.521521169692278,0.957449883455411,0.346207681111991,0.365036814007908
"cg11408477",0.686796100344509,0.781210727524012,0.394636349519715,0.805132186738774,0.00742054474540055,0.700380305759609,0.570257565937936,0.484281449345872,0.690472906688228
"cg11624233",0.228747494518757,0.232760805636644,0.620423600077629,0.0771555223036557,0.1685975571163,0.805064011830837,0.7518016025424,0.932232763851061,0.379717579111457
"cg13624988",0.252094207564369,0.668966389494017,0.0764331815298647,0.0696487340610474,0.0116525322664529,0.683318274794146,0.336368469288573,0.974576823180541,0.303719864226878
"cg19935471",0.683156845392659,0.149593067588285,0.358621169114485,0.729504450457171,0.953518492635339,0.582561276154593,0.570244431030005,0.838389752199873,0.614541776012629
"cg11959694",0.48366479203105,0.00188778433948755,0.08415552880615,0.187832347350195,0.380687927361578,0.304377293447033,0.681100336136296,0.385794735047966,0.828324708621949
"cg27316598",0.203145799925551,0.101609730394557,0.246076175943017,0.989205114310607,0.936493166023865,0.525431288871914,0.495136959012598,0.195820526685566,0.669878760585561
"cg07434438",0.196039602160454,0.21201614360325,0.0286675048992038,0.507005071267486,0.100303730461746,0.21232731686905,0.309156813425943,0.757010692963377,0.99274492636323
"cg01173186",0.922779470449314,0.203560914378613,0.217620099661872,0.0489634177647531,0.425267635146156,0.992966793011874,0.578257412882522,0.362584718270227,0.608826977200806
"cg19998432",0.0400303674396127,0.696606596233323,0.0955290019046515,0.911434557521716,0.000861021224409342,0.253657936351374,0.182236412772909,0.786491509294137,0.68825300456956
"cg23003720",0.672346783569083,0.527858232846484,0.17211605492048,0.542806569254026,0.13354824623093,0.46254943497479,0.302193967858329,0.90423636417836,0.51648960262537
"cg06982834",0.21062211249955,0.139228214276955,0.116669508395717,0.244400965515524,0.728609393117949,0.555703565943986,0.963607086334378,0.913302413420752,0.222267162287608
"cg15817960",0.908748810179532,0.223118077497929,0.707874325569719,0.810295500559732,0.231902741361409,0.360607555834576,0.205952916527167,0.628244938794523,0.80434120260179
"cg12688240",0.745683073066175,0.31246842793189,0.687908001476899,0.10755063733086,0.159018305363134,0.208185742143542,0.911715509835631,0.0381665106397122,0.875001015141606
"cg26814703",0.542232886422426,0.908199002966285,0.616335950326174,0.379963056417182,0.55573017289862,0.869209660449997,0.889150158502162,0.590743993176147,0.587493131170049
"cg04308040",0.720877384301275,0.59198963502422,0.188976622419432,0.769986940780655,0.200401889858767,0.196493086405098,0.794920233543962,0.622353515587747,0.791731238598004
"cg15567297",0.435103770112619,0.462947633583099,0.582608498400077,0.997032640501857,0.576584732392803,0.367367499507964,0.119046894600615,0.630705600138754,0.458631028886884
"cg23669081",0.597547778859735,0.636996475746855,0.354090171167627,0.925471695372835,0.401398606132716,0.854418733622879,0.769473892636597,0.989421044709161,0.0882961256429553
"cg05321109",0.331140311202034,0.283063110429794,0.366091711213812,0.663474807748571,0.919675077311695,0.70590898883529,0.224784984951839,0.0870457431301475,0.914335005450994
"cg23584176",0.483322705607861,0.740120341302827,0.392709932522848,0.726408724673092,0.680728576146066,0.752037176163867,0.664570237975568,0.505792149342597,0.983928553992882
"cg08716684",0.738097192253917,0.598903859034181,0.164018186274916,0.763590285554528,0.485076919663697,0.814536689547822,0.380489968927577,0.834695309633389,0.384178706211969
"cg27319917",0.859425947768614,0.0242119750473648,0.930453192442656,0.631648314883932,0.473757637431845,0.980516111245379,0.552556797862053,0.150815807282925,0.631371833849698
"cg25869196",0.847031925106421,0.214192167855799,0.492098847404122,0.420070500578731,0.294628956122324,0.75927402661182,0.347251360071823,0.282448509940878,0.124811101472005
"cg16196728",0.954620620235801,0.307467419886962,0.514252650551498,0.816861101659015,0.112418367061764,0.298813950968906,0.168474913807586,0.629814622458071,0.479303672909737
"cg11554650",0.807445263490081,0.782188326120377,0.00352208386175334,0.946105409646407,0.798851791769266,0.143693783087656,0.0116061780136079,0.835495026083663,0.387262083590031
